,created_time,name,id
0,2023-01-13T19:50:47+0000,"It’s been 1 month since I finished my data science program. When I finished university years ago, what helped me start my career was speaking to professionals in the industry and continuing to learn. I’m back to that process, this time in a new field. If you can give me some insight to help guide my career exploration, please let me know!

While I would love a data scientist or machine learning role, I’m aware that these positions are usually given to those with more direct experience. I'm also interested in business analyst and product manager roles in health, fitness, and technology—especially if I can apply my expertise in health, exercise science, and behaviour change.",10104329950835821
1,2023-01-07T21:36:58+0000,,10104325301812501
2,2023-01-07T21:36:58+0000,,10104325301787551
3,2023-01-07T21:36:58+0000,,10104325301737651
4,2023-01-07T21:36:58+0000,,10104325301687751
5,2023-01-06T19:39:51+0000,"What's your favourite app or wearable that helps you live a healthier lifestyle?

I'm actually a fan of Apple Health. I use it to track my sleep and steps. Women can also track menstrual cycle and related symptoms, which is helpful. Apple Health also integrates with many other apps/wearables so you can see your data on a single platform.

More recently, the sharing feature allows me to monitor my parents' data, including data related to risk of falls.

The data scientist in me wishes their interface had more data visualization and analysis features, but it's still pretty good for built-in free app.

#datascience #datavisualization #health",10104324466511451
6,2023-01-03T20:34:34+0000,"Gamify your goals

Duolingo was one of the pioneers in the gamification space. I started using it last year to improve my Chinese and French. For me, the app's most powerful feature is its streak count because:

1. I don't want to miss a day of lessons because I'll lose my streak.

2. At the same time, I have 1 or 2  banked ""streak freezes"" so I can keep my streak even if I miss a day (you need to earn or purchase the streak freezes).

This approach is great because it is process-oriented (e.g. do this habit) rather than outcome-oriented (e.g. lose weight), which has been shown scientifically to be better for long term adherence.

You don't any app to ""gamify"" a habit you want to add. Crossing off days on a calendar will work equally if not better (the more this reminder is in plain sight, the better). If you like crossing items off a to-do list, add the habit there (I love Asana and Notion for managing tasks).

What gamification strategies do you have?

I just lost my 170+ day Duolingo streak because I missed my lesson on New Year's Eve of all days. I guess the new year really IS a fresh start for me.",10104322209175171
7,2022-12-30T02:06:59+0000,,10104318386994851
8,2022-12-30T02:06:59+0000,,10104318386959921
9,2022-12-27T07:56:46+0000,"While my podcast feed is mostly filled with podcasts on data science, health, and fitness, the Hidden Brain podcast is one that people from all industries will find interesting. This most recent episode features scientist and science communicator Katy Milkman, and it’s just in time for the new year, since it discusses strategies on how to follow through on our goals.",10104316147467881
10,2022-12-21T22:42:06+0000,"This neighboring house has these long sharp icicle hanging from all along its roof edges, while none of the other houses I saw had them. It got me thinking about the importance of good design; I would NOT want to be walking under one of these vanishing daggers if they dropped.

Have you seen any similar icicles? Drop a photo in the comments!",10104311647291271
11,2022-12-13T21:43:46+0000,"I just finished my diploma in data science from Lighthouse Labs and am excited for the new opportunities this opens in the tech sector! 

A bit about me: I have Master of Science in kinesiology and been working as a kinesiologist and personal trainer since 2014. My ideal next step is to work in an organization that uses technology and products to promote health/fitness on a large scale, such as health apps, gyms, or fitness product manufacturers. 

My ask: If you have a connection with such an organization and they are open to chat, I’d love to learn more about that business, even if there are no job current openings.",10104305474796001
12,2022-11-24T06:42:47+0000,"https://medium.com/defy-time-fitness/data-visualization-of-canadas-fitness-as-measured-by-stats-canada-f4ed24c7d969

Did you know that Stats Canada has been doing fitness testing for a representative sample of the population every 2 years?",10104290618158821
13,2022-09-13T20:54:02+0000,,10104146652512131
14,2022-09-13T20:54:02+0000,,10104146652472211
15,2022-09-13T20:54:02+0000,,10104146652412331
16,2022-09-13T20:54:02+0000,,10104146652382391
17,2022-08-18T22:10:23+0000,Finally finished this free course from Lighthouse Labs!,10104123845118331
18,2022-08-16T20:38:04+0000,"Posted @withregram • Blind Tiger Comedy Let’s meet your Bloc Tiger Comedy Fest groups!

First up we have:

FREE SANDWICHES

Eight assorted Intro 2 improvisers,
1 special summer combo.

We aim to serve up tasty, à la carte amusement but can’t promise any of it will be healthy.

Watch them perform on Wednesday August 24th at 7pm!

Tickets at https://www.eventbrite.ca/e/bloc-tiger-comedy-fest-august-24-tickets-382640396727?aff=ebdsoporgprofile

#bloctigercomedyfest",10104121939247711
19,2022-08-08T05:30:54+0000,Did you know that Duolingo pioneered gamification in apps?,10104115569033671
20,2022-07-01T04:29:30+0000,,10104091999681841
21,2022-06-30T05:29:01+0000,,10104091226606091
22,2022-06-30T05:29:01+0000,,10104091226576151
23,2022-06-03T17:22:11+0000,,10104074188720151
24,2022-05-02T03:44:34+0000,I'm not going to remember any of this Python coding that I just learned. But 'twas fun to solve black-and-white problems.,10104048370944181
0,2022-04-22T05:31:09+0000,This feels like earning a gold star in as an elementary school kid.,10104041515976591
1,2022-04-17T04:40:24+0000,Having fun learning to code!,10104038470499751
2,2022-03-21T00:06:08+0000,,10104022592269851
3,2022-03-21T00:05:12+0000,,10104022591566261
4,2022-03-10T00:51:25+0000,,10104015510147481
5,2022-03-10T00:51:25+0000,,10104015510112551
6,2022-01-29T23:36:43+0000,"A couple of times someone ￼recognized me as I was out and about with my mask on. I was impressed they could tell who I was because I did not recognize them with the mask out of context. ￼￼

My friend posted this and at first I thought was that it was cool to see an Asian female athlete on TV. And then I read what he wrote. ￼￼",10103987832917871
