,timestamp,caption,like_count,comments_count,media_type,media_product_type,media_url,permalink,id,comments.data,thumbnail_url,comments.paging.cursors.after,comments.paging.next
0,2023-03-01 06:08:07+11:00,"🎯 Nutrition - Hierarchy of Importance 🎯
.
.
Note: This is not a standard pyramid, and is totally subjective😁
.
.
Diet is defined as the kinds of food a person habitually eats. No diet will ever be successful if someone cannot successfully stick to it and be consistent with it. And for this reason, it is my bread and butter. It is the most important element when it comes to nutrition. No matter what meal plan you’re given, calories allotted to you or macro breakdowns - if you can’t stick to it - you’re fighting a losing battle! 
.
.
I am a nutritionist so Food Quality is my next most important element. I know in terms of energy balance it is as simple as calories in versus calories out but I just cannot educate people and say that Food quality doesn't matter. If I didn't care about my clients and I just cared about transformation photos I could give someone a calorie calculator and say 'Here once it's within your calories it doesn't matter what the meals include'. Maybe not for body composition (questionable) but certainly for long term health 🤦‍♀️
.
.
Then, I put calories. Calories do matter but to me food quality matters more. As I've said, this is opinion. At the end of the day, it is an energy balance equation so I can't disregard them but mfp and calorie trackers are not always 100% accurate so don’t expect all readings to be gospel. They are a measure like everything else.
.
.
Technically that should be macronutrients but I'm putting protein as the king 🤴 Although I do feel very strongly about good balance so please don't disregard carbs and fats 😬
.
.
Lastly, comes supplements. Supplements should always be an addition. Until you have everything else nailed, don’t worry too much about them! 
.
.
Did I miss anything 🤔
.
.
Interested in opinions too 😇

#onlinecommunity #onlinecoach #nutritioncoach #nutritionist #fitness #realnutrition #realresults",7,1,IMAGE,FEED,https://scontent.cdninstagram.com/v/t51.29350-15/333728028_543196407662455_632557225559301767_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Q3UBoquQv6EAX-LYaLD&_nc_ht=scontent.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCqX41qxk-X-L1nXgXwc_UnKKD0EDD0uGjN39Oe5rgZyQ&oe=6405F3D2,https://www.instagram.com/p/CpN51UjB9mf/,17968352051238783,"[{'timestamp': '2023-02-28T19:35:06+0000', 'text': 'Dm @thegymvogue ❤️5M', 'username': 'newclothing2050', 'like_count': 0, 'id': '17993943727659570'}]",,,
1,2023-02-28 05:54:58+11:00,"Being self conscious almost ruined my relationship…

This may sound dramatic but it’s 110% true. And let me tell you why?

When Owen and I first got together, I had gained a little weight from general college life and drinking too much. I was by no means overweight but the way I talked about myself you’d think I was obese. I distinctly remember buying fat burning supplements (I couldn’t afford the good stuff so I opted for the cheaper option and thought the cheap stuff wasn’t working). My birthday was coming up and because I had been CONSTANTLY talking about ‘my belly’ Owen suggested buying me a Wondercore Smart (please google). I stopped talking to him! I was FUMING! 

You see poor Owen did absolutely nothing wrong! He saw I had a problem, he offered the solution (ps A wondercore smart is NOT the solution - but we were young and naive).

I was the problem. I had no energy because I was starving myself, then binging. I was moody because I was craving chocolate all the time. I was tired because I was running daily! 

How I felt about myself - caused me to be negative and dismissive of my partner who just wanted to see me happy 🥹☹️ 

I’ll NEVER forget that while we now make jokes about it, over our movie nights with chocolate and crisps on a rest day because I now need and understand my body ♥️

Remember, your unhappiness is not just affecting you but often the people around you! But you have the power to take control, and it often starts with a phonecall 📞",59,0,VIDEO,REELS,https://video.cdninstagram.com/o1/v/t16/f1/m82/1142FDF40493FEBEC4EF30EFA1FE7CA0_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcyJ9&_nc_ht=video.cdninstagram.com&_nc_cat=107&vs=874276370309825_2746942804&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC8xMTQyRkRGNDA0OTNGRUJFQzRFRjMwRUZBMUZFN0NBMF92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR080UTJSTmJNM0tmRkdFQUFFTEdLcVdVWHRreGJxX0VBQUFGFQICyAEAKAAYABsBiAd1c2Vfb2lsATEVAAAmqp3m2uex%2BD8VAigCQzMsF0AVdsi0OVgQGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHUAAA%3D%3D&ccb=9-4&oh=00_AfCjywaT-kSU9939VoiK_udQsNNdY6UkJc2PxjwCA3uOSg&oe=6401DFB0&_nc_sid=ea0b6e&_nc_rid=ded88f8879,https://www.instagram.com/reel/CpLTguzhkB5/,17984097730814170,,https://scontent.cdninstagram.com/v/t51.29350-15/333438139_582905730389567_468920925882293999_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=twyDCCR6764AX8KGyDu&_nc_ht=scontent.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCJ4tH5S8e4mDU3bhYm1EAqU12JNErMAcRH3PUtf19GMQ&oe=64055FF9,,
2,2023-02-27 06:21:55+11:00,"Devani

✅ Mother 
✅ Radiographer

originally signed up to lose weight, tone up and gain more energy and vitality 🙌

She was actually in physical pain from lack of activity and she would need a nap during the day as she was just so tired. 

Something she really wanted was to ‘feel better wearing outfits’ and just last week she told me ‘her body is looking and feeling strong 💪’.

Devani had tried MANY programmes before my Strong and Sassy programme and struggled to keep consistent with them and always fell if the wagon 🥺 But the slow habits based approach is exactly what she needed along with 20 minute training sessions. She’s finally found a lifestyle she can adhere to ♥️🙌

Did I mention - she also resigned after her original programme 🙌🙏

If you’re a busy woman, looking to quit fad diets and finally find a lifestyle you can adhere to - Dm me today 🙏❤️

#onlinecoach #onlinecoaching #realresults #realpeople #fitnessmotivation #motivation #nutritionist #explore #explorepage",15,1,CAROUSEL_ALBUM,FEED,https://scontent.cdninstagram.com/v/t51.29350-15/332934158_726204382279317_5023716878126333457_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7790PAcVZScAX-rBfRs&_nc_ht=scontent.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfBLISbrJORHiNzP26uNAufoNFIddOiP7U_kRgTocKEWvg&oe=64055C06,https://www.instagram.com/p/CpIx0vrBXQW/,17997080695727863,"[{'timestamp': '2023-02-26T19:44:41+0000', 'text': 'Send pic @thegymvogue ❤️5M', 'username': 'neha_offical_kakker', 'like_count': 0, 'id': '18034246282443819'}]",,,
3,2023-02-24 06:00:09+11:00,"‘Alone we can do so little, together we can achieve so much’ 

Tag the people in your life that inspire you ❤️⬇️",19,0,IMAGE,FEED,https://scontent.cdninstagram.com/v/t51.29350-15/332447333_159195339884448_8697967105284237632_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=P2PtZVkBNJwAX8fYb7F&_nc_ht=scontent.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCBbtEwWKVgYa49UiWLzUlDME0IxF0lcE1ps-Flpff5Tg&oe=6404C430,https://www.instagram.com/p/CpBA8mDhJ7W/,17915392925692330,,,,
4,2023-02-23 05:54:18+11:00,"Deirdre hit her first chin up the other day - then she hit two more? Want to know how?

1. Let’s start with how fat loss will help with chin ups. A higher lean muscle mass and a lower body fat mass is the optimal body composition 🙏 By Deirdre, dropping some body fat, it made it easier to pull herself up

2. Strength - a chin up is a REALLY difficult movement. You need to be working on your strength consistently to even be within earshot of achieving one. 

3. Progressive programme geared towards goal. If you’re doing back exercises and chin ups once a week, it’s going to be incredibly hard to achieve a chin up! Frequency matters and having a programme geared TOWARDS that goal - makes it fool proof! 

4. Nutrition - train hard, recover HARDER 💪 Eating an adequate amount of food, good quality food and ensuring you’re recovering properly is KEY to achieving goals.

Deirdre makes it look easy 💪😍 
If you want your first chin up - I’m here to help! Dm me ‘chin up’ today 💪",33,7,VIDEO,REELS,,https://www.instagram.com/reel/Co-bX3TL7b6/,17961721733161620,"[{'timestamp': '2023-02-22T21:48:03+0000', 'text': 'Well done Deirdre your on 🔥', 'username': 'lisasp1', 'like_count': 1, 'replies': {'data': [{'timestamp': '2023-02-22T21:56:30+0000', 'text': '@lisasp1 🙌🔥', 'username': 'coach_mcloone', 'like_count': 0, 'id': '17877006221823650'}]}, 'id': '17976980066074449'}, {'timestamp': '2023-02-22T20:01:34+0000', 'text': 'Hopefully one day for me. Well done Deidre 👏', 'username': 'conniekotevski', 'like_count': 1, 'replies': {'data': [{'timestamp': '2023-02-22T20:01:56+0000', 'text': '@conniekotevski you’re getting there too 🙌', 'username': 'coach_mcloone', 'like_count': 1, 'id': '18038144119427754'}]}, 'id': '17848121765915057'}, {'timestamp': '2023-02-22T19:55:16+0000', 'text': 'My next goal once this baby is out 😂 well done Deirdre 💪', 'username': 'emilydavy2022', 'like_count': 1, 'replies': {'data': [{'timestamp': '2023-02-22T19:58:33+0000', 'text': '@emilydavy2022 and you’re getting it 👏', 'username': 'coach_mcloone', 'like_count': 1, 'id': '17893912937773548'}]}, 'id': '17848147745917989'}, {'timestamp': '2023-02-22T18:56:02+0000', 'text': '#fitnessmotivation #motivation #strongwomen #realresults #realnutrition #training #fitness #strength #onlinecoach #onlinetraining #explore #explorepage', 'username': 'coach_mcloone', 'like_count': 0, 'id': '18153022333304891'}]",https://scontent.cdninstagram.com/v/t51.29350-15/332259979_590717669629059_4561252414652064696_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=PlogRDUbEykAX-hELLK&_nc_ht=scontent.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfBb0pGkvbg7rFxrI60FCwXQjxmOXMQF82cWW7I9wFKM2w&oe=6405574B,,
5,2023-02-22 19:58:40+11:00,"Lisa is: 
✅ Working Full time
✅ Mum
✅ Studying Part time

Lisa came to me with the goals of getting fitter and stronger. She wanted to be more confident within herself and wanted her independence back. Lisa had every excuse NOT to look after herself first. She is a busy working mum, studying part time AND she’s had previous injuries! 

Lisa soon realised she needed to attend to her own oxygen mask first and stop neglecting herself. Lisa described her attempts at a healthier lifestyle as ‘Ground hog day’ before she made the plunge to join the Strong and Sassy programme.

In the short time she’s been doing the programme. She’s realised:
✅ The programme is tailored individually to her
✅ Works on a much slower pace than most programmes
✅ Builds sustainable habits
✅ Builds not just a stronger body but a more resilient mind.

If you’d like to achieve similar results to Lisa - comment ‘me’ below! 

#realresults #realnutrition #strongandsassyprogramme #fitnessmotivation #motivation #onlinecoach #nutrition #explore #explorepage",14,0,VIDEO,REELS,https://video.cdninstagram.com/o1/v/t16/f1/m82/804CD7EC59687498E635234351DF9392_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcyJ9&_nc_ht=video.cdninstagram.com&_nc_cat=106&vs=1542204202933079_972327850&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC84MDRDRDdFQzU5Njg3NDk4RTYzNTIzNDM1MURGOTM5Ml92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR0JnZ3VCUGk1TTJaYVFBTUFCdDBJU3FHc3hnMmJxX0VBQUFGFQICyAEAKAAYABsBiAd1c2Vfb2lsATEVAAAmwJekh5qmtj8VAigCQzMsF0BiZ3S8an76GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHUAAA%3D%3D&ccb=9-4&oh=00_AfAQmN1rPecE7_zGBpuIMALHc-uN18GmvMyFQ99qUH-8UA&oe=6401B52F&_nc_sid=ea0b6e&_nc_rid=e1b5f861da,https://www.instagram.com/reel/Co9XBsVhBZT/,17991439753789085,,https://scontent.cdninstagram.com/v/t51.29350-15/332420378_585351313488294_1266421123762050133_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=km8tH45_fs8AX-0n3JC&_nc_ht=scontent.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfBU2sTP8rXVWpEKLhvfF3xsG_6MAGkR1woA7IUyNbtZaA&oe=6404388C,,
6,2023-02-21 05:53:51+11:00,"If you keep putting a time frame on your results. You’ll never get long lasting results 🧐

This is NOT what people want to hear but guess what it’s the truth.

✅Commit minimum a year to achieving your goals.

✅Change habits slowly

✅Be consistent 

And watch your life transform 🚀

Btw I know it’s simply not that easy. That’s why if you struggle - you need to have support and accountability ✌️

#fitnessmotivation #motivation #weightlossjourney #nutrition #nutritionist #realresults #realnutrition #explore #explorepage",16,0,IMAGE,FEED,https://scontent.cdninstagram.com/v/t51.29350-15/332174988_200259215995601_2280252790956335054_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7xG9NGEamNcAX8ZEtwY&_nc_ht=scontent.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfAtuIgMLryLng1hW_QK7ulwgn-_YEjvvJkUqvLL3ubZrw&oe=64055B36,https://www.instagram.com/p/Co5R15DhZFk/,18350252764042853,,,,
7,2023-02-20 05:47:16+11:00,"I’m trying to be raw, real and unedited ✌️

God the fitness industry and social media in general scares me 😭

No wonder women feel so direly uncomfortable in their skins when the standards of ‘beauty’ are so outrageous 🥹

Self consciousness is at an all time high and people are trying every new quick beauty trick or fad diet to heal their unhappiness 😔

These tricks are burying the unhappiness deeper down or masking the problem. 😢

And I’m not gonna lie, I’m so disappointed in the fitness industry, preying on peoples emotions - ‘giving them what they want’ - a physical transformation. And a vicious cycle post ‘transformation’. 

What you need is a mental transformation 🙏 You need to see your body a different way. You need to see food a different way. You need to see exercise a different way. 

When you start focusing on the process and NOT the end result. Beautiful things happen ♥️",124,8,IMAGE,FEED,https://scontent.cdninstagram.com/v/t51.29350-15/331612854_524967169754384_374192357434554514_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=pQJoc2NXz8wAX8fUIVb&_nc_ht=scontent.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfC_4MAWANqAgdk7EM13ioyejpoo3cJspLoLlyYOSbjnEQ&oe=6405866A,https://www.instagram.com/p/Co2sS1Lh-al/,17942157485472431,"[{'timestamp': '2023-02-19T23:04:32+0000', 'text': 'You are an absolute queen x', 'username': 'misssophieelizabeth', 'like_count': 1, 'replies': {'data': [{'timestamp': '2023-02-19T23:18:36+0000', 'text': '@misssophieelizabeth thank you queen ❤️', 'username': 'coach_mcloone', 'like_count': 0, 'id': '17983067737925151'}]}, 'id': '17964024545504864'}, {'timestamp': '2023-02-19T19:53:24+0000', 'text': '✌🏾✌🏾✌🏾', 'username': 'guerrerofamoso', 'like_count': 1, 'replies': {'data': [{'timestamp': '2023-02-19T19:55:18+0000', 'text': '@guerrerofamoso ❤️', 'username': 'coach_mcloone', 'like_count': 0, 'id': '17986685698855903'}]}, 'id': '17972245415121671'}, {'timestamp': '2023-02-19T19:48:54+0000', 'text': 'I love you', 'username': 'skyeazza', 'like_count': 1, 'replies': {'data': [{'timestamp': '2023-02-19T19:49:25+0000', 'text': '@skyeazza 😘😘😘😘 Love you too ❤️❤️❤️❤️', 'username': 'coach_mcloone', 'like_count': 0, 'id': '18020426059498920'}]}, 'id': '17942709509554332'}, {'timestamp': '2023-02-19T19:48:46+0000', 'text': '😍😍😍😍', 'username': 'skyeazza', 'like_count': 1, 'id': '17965817513240929'}, {'timestamp': '2023-02-19T19:36:18+0000', 'text': '#realresults #realnutrition #fitness #fitnessmotivation #bereal #weightlossjourney #fatloss #onlinecoach #motivation #explore #explorepage', 'username': 'coach_mcloone', 'like_count': 0, 'id': '17985423733883374'}]",,,
8,2023-02-18 08:07:21+11:00,"I know it sounds cheesy but it’s true ♥️

The moment I stopped caring about how I looked and started focusing on how my body FELT my life changed ♥️

I started to view my body in a different light ♥️

I started focusing on what it could do and NOT what it looked like ♥️

I started thinking about the future and not just the present ♥️ 

I started focusing on the process and not just the end result ♥️

If you’re thinking about changing your life - I can help 🙌 Dm me ‘Strong’ today 💪

#strongwomen #lifechanging #lifechangingresults #fitness #fitnessmotivation #strong #motivation #weightloss #fatloss #explore #explorepqge",57,4,VIDEO,REELS,https://video.cdninstagram.com/o1/v/t16/f1/m82/2B4087DBDCED95EF5265CE4BD977AE8B_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjU0MC5jbGlwcyJ9&_nc_ht=video.cdninstagram.com&_nc_cat=110&vs=705774227700154_2709861192&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC8yQjQwODdEQkRDRUQ5NUVGNTI2NUNFNEJEOTc3QUU4Ql92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR0JnMHlSTTNfdW5KVTRnQUFEMHpYWklEc013cGJxX0VBQUFGFQICyAEAKAAYABsBiAd1c2Vfb2lsATEVAAAm6u6G2Zrw%2Bz8VAigCQzMsF0Aw7tkWhysCGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHUAAA%3D%3D&ccb=9-4&oh=00_AfA2xXfIn-WTK-4upbDmn-fbpJyejijMy0DqeGZwJJ9Yig&oe=64018829&_nc_sid=ea0b6e&_nc_rid=f17cc68dd4,https://www.instagram.com/reel/CoxySCOhRwz/,17903958662660197,"[{'timestamp': '2023-02-19T21:28:44+0000', 'text': 'Amanda, I just followed you here from Facebook, I rather comment here than have friends read them on Facebook lol but I have a question, how on earth do people know what to do at the gym, I have a membership with college but have never gone. Any pointers on where to start.', 'username': 'maryconnellarthive', 'like_count': 1, 'replies': {'data': [{'timestamp': '2023-02-19T21:37:58+0000', 'text': '@maryconnellarthive I’ve messaged you privately!', 'username': 'coach_mcloone', 'like_count': 1, 'id': '17915935871690064'}]}, 'id': '18333230341067508'}, {'timestamp': '2023-02-17T21:30:38+0000', 'text': 'Heck yeah Amanda 🔥🙌❤️', 'username': 'emilydavy2022', 'like_count': 1, 'replies': {'data': [{'timestamp': '2023-02-17T21:32:49+0000', 'text': '@emilydavy2022 you get it girl 🙌', 'username': 'coach_mcloone', 'like_count': 1, 'id': '17954318477277261'}]}, 'id': '18346449628063233'}]",https://scontent.cdninstagram.com/v/t51.29350-15/331300510_224684753341591_4814806673899844588_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=FFIljMIt5WoAX9xZZZv&_nc_ht=scontent.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfA0LQKbnbtDlXTcQCa3_9sHjqSn0xnB1yPML3Y6Ch6rEQ&oe=64041CA4,,
9,2023-02-17 05:53:38+11:00,"𝐃𝐨𝐧'𝐭 𝐧𝐞𝐠𝐥𝐞𝐜𝐭 𝐟𝐚𝐭𝐬
.
.
Fat gets a bad rep. 
Sure it is 9Kcal per gram but it is an essential part of a balanced fat. 
.
.
Fats provide us with energy, makes up our cell membranes of our brain and nervous system. Fats are necessary to transport vitamins A,D,E and K and make and balance certain hormones.
.
.
Dietary Fat can be found in 2 forms:
Saturated – mainly found in animal products like meat, dairy, eggs, coconut
Unsaturated – found in marine sources like fish oils, as well as nuts, seeds and vegetable oils
.
. 
For years saturated fat was thought to be associated with higher risk of Cardiovascular Disease and so it was deemed as ‘unhealthy’ or ‘bad for you’. The problem with saturated fat was not the actual fat itself but rather the increased consumption of processed food or the large quantities of saturated fat products. Saturated fat helps increase the cholesterol production in the body which is an essential part of metabolism and in the production of steroid hormones. So saturated fat should feature in our diet, just maybe don’t latter every meal in butter.
.
. 
Unsaturated fats are made up of mono and polyunsaturated fats.  These contain our omega 3 and omega 6 fatty acids. Omega 3 fatty acids open our airways and blood vessels. They reduce our blood lipids and cholesterol and lower inflammation and pain. Omega 6 fatty acids do the opposite. Both are needed in the body, without both we wouldn’t heal or recover from exercise. The problem with Western diets is that we don’t have the proper ratios. We are at about 10:1 where we should be at 2:1 (omega 6/omega 3).
.
. 
Low fat diets were a fad a few years ago. While people reduced calories, they increased their intake of processed foods. Diets lacked fats and fat soluble vitamins so instead of being healthier people were losing weight but were not healthier.
.
. 
Fats are an essential part of any healthy diet. Be aware that they are very calorie dense so portion control may be important and don’t opt for processed versions. Enjoy them as part of a balanced lifestyle.

#healthyfats #healthylifestyle
#nutritioncoach #nutritionist #eatforperformance #fitliving #fitlife #fitfam #irishfitfam",19,1,CAROUSEL_ALBUM,FEED,https://scontent.cdninstagram.com/v/t51.29350-15/331181664_187611290552735_4826656272607254538_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ZlVJx-Is00AAX9E4Pig&_nc_ht=scontent.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfC5uAVmvQQoRrBiAU2FOVyBN8hic--zHL3FI0io4-N2yw&oe=6405C837,https://www.instagram.com/p/Cou-oz5hlC3/,17984142457765312,"[{'timestamp': '2023-02-16T19:17:33+0000', 'text': 'Send pic on 👉 @australia_community_ \n 🇦🇺', 'username': 'gautamgarhwal_77', 'like_count': 0, 'id': '17999554258718199'}]",,,
