,timestamp,caption,like_count,comments_count,media_type,media_product_type,media_url,permalink,id,comments.data,thumbnail_url
0,2023-01-20T19:38:19+0000,"If you've been to a Lululemon store recently, you've likely noticed their new Mirror product that allows you to live stream fitness classes at home. It's similar to the Peloton model except without the bike.

What do you think? Would you use this?

Personally, I prefer lifting heavy weights and learning gymnastics skills, but I can see this being great for a lot of people who prefer home-based training. Exercise classes that guide you on good habits and customization are even better.

Posted @withregram • @lululemonstudio Please welcome Guest Trainer: @harryjamesonpt The lululemon Ambassador just dropped an exclusive Training For Life program on the lululemon Studio Mirror. Time to make 2023 your best year yet 👏",0,0,IMAGE,FEED,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/326131956_699462995155831_7195277147831007260_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=mrIC0JmvmZMAX_EwXkJ&_nc_ht=scontent-sea1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfDRHvWkM35JFa92VLmfiBIwT1IRgp8bjgKQUSgAXUelPg&oe=63D6F792,https://www.instagram.com/p/CnpiSZEP982/,18324686224070369,,
1,2023-01-18T18:32:47+0000,"What’s your favourite fitness tech, app, or service, and why?

I could use help with which companies to research as I explore career options.",0,0,IMAGE,FEED,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/326247918_2116918738697852_7429145006256542519_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=NkASsVj8-OgAX-ljW1G&_nc_ht=scontent-sea1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfC17zmFjXEThrVuq3ya8yzXvn9b_gzdzvw5H6Eue9Rq0w&oe=63D7379D,https://www.instagram.com/p/CnkRMwXPDRX/,18269437663142607,,
2,2023-01-13T19:52:47+0000,"It’s been 1 month since I finished my data science program. When I finished university years ago, what helped me start my career was speaking to professionals in the industry and continuing to learn. I’m back to that process, this time in a new field. If you can give me some insight to help guide my career exploration, please let me know!

While I would love a data scientist or machine learning role, I’m aware that these positions are usually given to those with more direct experience. I'm also interested in business analyst and product manager roles in health, fitness, and technology—especially if I can apply my expertise in health, exercise science, and behaviour change.",42,3,IMAGE,FEED,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/324848870_736656124700693_9102765564318487844_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=KRcsFOHwWBYAX_tL_YW&_nc_ht=scontent-sea1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfB1QlcmlJvaSG5Fnyh0kpNF8SgpYlCldsv8zWPZKPybyQ&oe=63D79FDB,https://www.instagram.com/p/CnXiYNmverQ/,18000771625581319,"[{'timestamp': '2023-01-14T15:18:44+0000', 'text': 'Congrats!!! ❤️', 'username': 'rebsfreitas', 'like_count': 1, 'id': '17972483246021099'}, {'timestamp': '2023-01-14T00:54:31+0000', 'text': 'Best of luck Silvia!', 'username': 'jackal_43', 'like_count': 1, 'id': '17923490726543078'}]",
3,2023-01-11T03:22:56+0000,"There was a time when my only exercise was running. I figured that because it was the fastest way to feel breathless, it was the most efficient form of exercise.

Look at this infographic, including the legend. “RT” stands for resistance training (”weight training”, or exercises targetting muscles) and “AT” stands for aerobic training (”cardio”).

Notice that of the 8 categories of exercise benefits, 7 can be obtained from resistance exercise. Only cardiorespiratory function is unique to aerobic training.

Resistance training is essential for strength and preventing age-related muscle and bone loss, yet many exercisers don’t do it. Hopefully infographics such as this one help people learn that resistance training is the most impactful use of their exercise time.

What barriers prevent you from doing resistance training, if any?",1,0,IMAGE,FEED,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/324621808_1578679559220804_8282862317695773420_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=2dGviB7V_J4AX-RFQ3P&_nc_ht=scontent-sea1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfDmBIpLg9LXm2d2qTZgDjpGb1l_wAbXSY8hiCaye6VbWg&oe=63D7E5D4,https://www.instagram.com/p/CnQngpIrOIS/,17862580493850465,,
4,2023-01-09T21:38:41+0000,"For the US, ""Wearable technology (#1), strength training with free weights (#2), and outdoor activities (#5) remain within the top five fitness trends, whereas home exercise gyms reveal a downward trend (#13, compared with #2 last year).""

There's no surprise that interest in wearable tech is rising. My questions is how much the increasing interest in fitness trackers is from people who are already exercising regularly, people who end up increasing their physical activity/health practices as a result of the device, or people with aspirations of improving fitness but remain sedentary.

As a fitness professional, I'm happy to see that interest in strength training is increasing!
—
Posted @withregram • @acsm1954 In additional to the global trends survey, ACSM collects data from individual countries and regions to determine the top fitness trends locally. Which country/ region best represents your top fitness interests?

Scroll to see more data from each country and follow the link in our bio for more data and resources!

#ACSM #ACSMTrends #fitnesstrends #ACSMCertified",2,1,IMAGE,FEED,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/324395000_2410915425748121_5017992745505399860_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=nKicnbjSMCEAX-ruS_P&_nc_ht=scontent-sea1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCxrdcHHTQr_8mT-5Kf3gonazFCujDZtU0lSMNzNFy3Xw&oe=63D7C711,https://www.instagram.com/p/CnNbUXKynWR/,18072187321337751,"[{'timestamp': '2023-01-22T02:19:21+0000', 'text': ""Impressive\n image, we 'd  enjoy to work with you for\nmore  information message our  primary account in my\nbio"", 'username': 'robertrobinsonbnpbmbiffp', 'like_count': 0, 'id': '17953790924217465'}]",
5,2023-01-07T21:38:57+0000,"Pomelos are one of my favourite fruits. It is also known as a Chinese grapefruit. I prefer them over regular grapefruits because they are not bitter and less watery. They are in season now, so try it out while they are available!

What’s great about pomelos in general is how filling and nutritious they are while having a low calorie density. I like them as an alternative carbohydrate source to grains in a meal. 

People who aren’t familiar with pomelos are not sure how to prepare them, so these photos should help.",10,0,CAROUSEL_ALBUM,FEED,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/324070019_691503145773628_1522749032383435052_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=pggbR3rrw9wAX_kd0RG&_nc_oc=AQlOa9t1WgLfZF_TGPeTu5LaCwUKoe073Jn0JY6P0gisAfkVmY3En08CVEVjwx0P8ug&_nc_ht=scontent-sea1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCYzLwYUrhJ3GYYAt230VjhYA4kWG44sOY9uqH5NlPwbA&oe=63D72423,https://www.instagram.com/p/CnIRwnxSdet/,17959482716249404,,
6,2023-01-06T19:42:39+0000,"What's your favourite app or wearable that helps you live a healthier lifestyle?

I'm actually a fan of Apple Health. I use it to track my sleep and steps. Women can also track menstrual cycle and related symptoms, which is helpful. Apple Health also integrates with many other apps/wearables so you can see your data on a single platform.

More recently, the sharing feature allows me to monitor my parents' data, including data related to risk of falls.

The data scientist in me wishes their interface had more data visualization and analysis features, but it's still pretty good for built-in free app.

#datascience #datavisualization #health",0,0,IMAGE,FEED,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323748150_675676647533552_1780178448545686172_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Zc2T7kpD0tgAX_4RUNr&_nc_ht=scontent-sea1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfBOrcqV9WqtnbmWEAogtz2k5muX_ST77qymyBgg_M6tOQ&oe=63D81547,https://www.instagram.com/p/CnFfp6_Pq2a/,17907664067630004,,
7,2023-01-05T01:49:34+0000,,3,0,IMAGE,FEED,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/322672877_1316212975840325_2257237492854960206_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=wV19Zrqiv88AX834Qq3&_nc_ht=scontent-sea1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCiCjIiGgRKn4987yCmQchUj8STtaow4AvtEk2uBAbggQ&oe=63D672D8,https://www.instagram.com/p/CnBADl3J7Ce/,18160646815273268,,
8,2023-01-03T20:40:58+0000,"Gamify your goals

Duolingo was one of the pioneers in the gamification space. I started using it last year to improve my Chinese and French. For me, the app's most powerful feature is its streak count because:

1. I don't want to miss a day of lessons because I'll lose my streak.

2. At the same time, I have 1 or 2  banked ""streak freezes"" so I can keep my streak even if I miss a day (you need to earn or purchase the streak freezes).

This approach is great because it is process-oriented (e.g. do this habit) rather than outcome-oriented (e.g. lose weight), which has been shown scientifically to be better for long term adherence.

You don't any app to ""gamify"" a habit you want to add. Crossing off days on a calendar will work equally if not better (the more this reminder is in plain sight, the better). If you like crossing items off a to-do list, add the habit there (I love Asana and Notion for managing tasks).

What gamification strategies do you have?

I just lost my 170+ day Duolingo streak because I missed my lesson on New Year's Eve of all days. I guess the new year really IS a fresh start for me.

#datascience",2,0,IMAGE,FEED,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323185230_670500961228195_75781144419672593_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=T9qPE8xF_D4AX-RamS4&_nc_ht=scontent-sea1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCpq-EJGOjeBRGfwWlYlW_OEf5YOKGmNWT183qj_22W7g&oe=63D6FE0F,https://www.instagram.com/p/Cm938cfSI4r/,17905515278703237,,
9,2022-12-30T02:05:19+0000,💛,29,0,CAROUSEL_ALBUM,FEED,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/322778200_3359512214268300_8037939719050379800_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ZG53Y3UfmaMAX9nNADt&_nc_oc=AQnwp43G_7BAbhKuLhiSII4QLnyXWOVPXgI8oZdvqvYxlx52xx1DyPa0k43aFis_888&_nc_ht=scontent-sea1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfC6u9l3MBd51_pIzpLdDpPpJpGkDp_5k5mI7PjC9BVByg&oe=63D77270,https://www.instagram.com/p/CmxlFotJyli/,18336168253034275,,
